          	     evap	     stor	     elev	    totIn
          	     3470	     3470	     3470	     3470
     DATE 	       AF	       AF	       AF	       AF

05/09/1940	     2.60	  7552.05	   350.39	     8.65
05/10/1940	     2.59	  7552.05	   350.39	     9.37
05/11/1940	     1.71	  7552.05	   350.39	     8.65
05/12/1940	     3.95	  7552.05	   350.39	     9.25
05/13/1940	     3.99	  7552.05	   350.39	     8.32
05/14/1940	     4.03	  7552.05	   350.39	     8.03
05/15/1940	     3.93	  7552.05	   350.39	     7.93
05/16/1940	     1.15	  7552.05	   350.39	     7.45
05/17/1940	     2.86	  7552.05	   350.39	     6.97
05/18/1940	     3.81	  7552.05	   350.39	     7.81
05/19/1940	     3.57	  7552.05	   350.39	     7.57
05/20/1940	     3.75	  7552.05	   350.39	     7.75
05/21/1940	     3.91	  7552.05	   350.39	     7.91
05/22/1940	     4.16	  7552.05	   350.39	     8.16
05/23/1940	     4.14	  7552.05	   350.39	     8.14
05/24/1940	     3.63	  7552.05	   350.39	     7.63
05/25/1940	     3.32	  7552.05	   350.39	     7.32
05/26/1940	     2.59	  7552.05	   350.39	     6.59
05/27/1940	     1.93	  7552.05	   350.39	     6.85
05/28/1940	     3.70	  7552.05	   350.39	     7.70
05/29/1940	     2.96	  7552.05	   350.39	     6.96
05/30/1940	    -9.42	  7552.05	   350.39	    15.44
05/31/1940	     4.14	  7552.05	   350.39	    11.41
06/01/1940	     3.22	  7552.05	   350.39	     7.22
06/02/1940	     2.99	  7552.05	   350.39	     6.99
06/03/1940	     2.75	  7552.05	   350.39	     6.75
06/04/1940	     3.29	  7552.05	   350.39	     7.29
06/05/1940	     3.61	  7552.05	   350.39	     7.61
06/06/1940	     3.54	  7552.05	   350.39	     7.54
06/07/1940	     3.74	  7552.05	   350.39	     7.74
06/08/1940	     2.78	  7552.05	   350.39	     6.78
06/09/1940	     1.27	  7552.05	   350.39	    18.23
06/10/1940	     4.04	  7552.05	   350.39	     9.38
06/11/1940	     3.11	  7552.05	   350.39	     7.11
06/12/1940	     2.83	  7552.05	   350.39	     6.83
06/13/1940	     4.07	  7552.05	   350.39	     8.07
06/14/1940	     2.20	  7552.05	   350.39	     6.20
06/15/1940	    -5.11	  7552.05	   350.39	     4.98
06/16/1940	    -1.04	  7552.05	   350.39	    12.70
06/17/1940	     0.63	  7552.05	   350.39	     8.80
06/18/1940	     4.00	  7552.05	   350.39	     8.00
06/19/1940	     3.88	  7552.05	   350.39	     7.88
06/20/1940	     3.55	  7552.05	   350.39	     7.55
06/21/1940	     3.74	  7552.05	   350.39	     7.74
06/22/1940	     3.85	  7552.05	   350.39	     7.85
06/23/1940	     4.03	  7552.05	   350.39	     8.03
06/24/1940	     2.13	  7552.05	   350.39	     6.79
06/25/1940	    -4.16	  7552.05	   350.39	     9.62
06/26/1940	     4.32	  7552.05	   350.39	    10.00
06/27/1940	     4.05	  7552.05	   350.39	     8.05
06/28/1940	     4.05	  7552.05	   350.39	     8.05
06/29/1940	    -5.28	  7552.05	   350.39	    14.07
06/30/1940	     4.11	  7552.05	   350.39	    36.84
07/01/1940	     3.79	  7552.05	   350.39	    16.57
07/02/1940	     3.88	  7552.05	   350.39	     9.62
07/03/1940	     3.85	  7552.05	   350.39	     8.61
07/04/1940	    -0.60	  7552.05	   350.39	     9.03
07/05/1940	     3.68	  7552.05	   350.39	    10.39
07/06/1940	     3.20	  7552.05	   350.39	     8.61
07/07/1940	    -0.30	  7552.05	   350.39	     8.82
07/08/1940	     0.83	  7552.05	   350.39	     9.20
07/09/1940	     3.40	  7552.05	   350.39	     9.86
07/10/1940	     2.14	  7552.05	   350.39	    36.82
07/11/1940	    -1.04	  7552.05	   350.39	    32.66
07/12/1940	     2.22	  7552.05	   350.39	    28.89
07/13/1940	     0.23	  7552.05	   350.39	    40.97
07/14/1940	   -16.07	  7552.05	   350.39	    36.22
07/15/1940	     3.61	  7552.05	   350.39	    69.18
07/16/1940	     2.82	  7552.05	   350.39	    35.93
07/17/1940	     3.48	  7552.05	   350.39	    20.01
07/18/1940	     3.79	  7552.05	   350.39	    15.38
07/19/1940	     3.40	  7552.05	   350.39	    12.74
07/20/1940	     3.75	  7552.05	   350.39	    11.22
07/21/1940	     3.40	  7552.05	   350.39	     9.95
07/22/1940	     3.35	  7552.05	   350.39	     8.97
07/23/1940	     3.60	  7552.05	   350.39	     8.37
07/24/1940	     3.54	  7552.05	   350.39	     7.60
07/25/1940	     3.64	  7552.05	   350.39	     7.64
07/26/1940	     3.73	  7552.05	   350.39	     7.73
07/27/1940	     3.97	  7552.05	   350.39	     7.97
07/28/1940	     2.60	  7552.05	   350.39	     6.60
07/29/1940	     3.82	  7552.05	   350.39	     7.82
07/30/1940	     3.86	  7552.05	   350.39	     7.86
07/31/1940	     3.40	  7552.05	   350.39	     7.40
08/01/1940	     3.64	  7552.05	   350.39	     7.64
08/02/1940	    -1.89	  7552.05	   350.39	     2.58
08/03/1940	     3.61	  7552.05	   350.39	     7.61
08/04/1940	     3.46	  7552.05	   350.39	     7.46
08/05/1940	     2.87	  7552.05	   350.39	     6.87
08/06/1940	     4.01	  7552.05	   350.39	     8.01
08/07/1940	    -0.57	  7552.05	   350.39	     3.43
08/08/1940	     3.43	  7552.05	   350.39	     7.43
08/09/1940	     3.75	  7552.05	   350.39	     7.75
08/10/1940	     3.86	  7552.05	   350.39	     7.86
08/11/1940	     3.76	  7552.05	   350.39	     7.76
08/12/1940	     1.67	  7552.05	   350.39	    13.73
08/13/1940	   -57.39	  7552.05	   350.39	    52.46
08/14/1940	     1.44	  7552.05	   350.39	    62.20
08/15/1940	     3.55	  7552.05	   350.39	    44.60
08/16/1940	     3.27	  7552.05	   350.39	     8.57
08/17/1940	     3.67	  7552.05	   350.39	     7.67
08/18/1940	     3.62	  7552.05	   350.39	     7.62
08/19/1940	     3.31	  7552.05	   350.39	     7.31
08/20/1940	     3.28	  7552.05	   350.39	     7.28
08/21/1940	     2.74	  7552.05	   350.39	     6.74
08/22/1940	     2.88	  7552.05	   350.39	     6.88
08/23/1940	     2.76	  7552.05	   350.39	     6.76
08/24/1940	     3.13	  7552.05	   350.39	     7.13
08/25/1940	     3.35	  7552.05	   350.39	     7.35
08/26/1940	     3.22	  7552.05	   350.39	     7.22
08/27/1940	     3.01	  7552.05	   350.39	     7.01
08/28/1940	     2.47	  7552.05	   350.39	     6.47
08/29/1940	   -33.26	  7552.05	   350.39	     8.34
08/30/1940	   -20.09	  7552.05	   350.39	    31.33
08/31/1940	     1.36	  7552.05	   350.39	    44.95
09/01/1940	     3.11	  7552.05	   350.39	    56.19
09/02/1940	     2.96	  7552.05	   350.39	    18.27
09/03/1940	     2.82	  7552.05	   350.39	    13.70
09/04/1940	     2.82	  7552.05	   350.39	    11.70
09/05/1940	     2.84	  7552.05	   350.39	    10.72
09/06/1940	     2.75	  7552.05	   350.39	     9.44
09/07/1940	     2.79	  7552.05	   350.39	     8.62
09/08/1940	     2.72	  7552.05	   350.39	     8.44
09/09/1940	     2.08	  7552.05	   350.39	     7.80
09/10/1940	     2.22	  7552.05	   350.39	     7.29
09/11/1940	     2.27	  7552.05	   350.39	     6.88
09/12/1940	     2.42	  7552.05	   350.39	     7.13
09/13/1940	     2.87	  7552.05	   350.39	     6.87
09/14/1940	     2.91	  7552.05	   350.39	     6.91
09/15/1940	     3.03	  7552.05	   350.39	     7.03
09/16/1940	     2.99	  7552.05	   350.39	     6.99
09/17/1940	     2.54	  7552.05	   350.39	     6.54
09/18/1940	     2.51	  7552.05	   350.39	     6.51
09/19/1940	     2.29	  7552.05	   350.39	     6.29
09/20/1940	     2.36	  7552.05	   350.39	     6.36
09/21/1940	     2.25	  7552.05	   350.39	     6.25
09/22/1940	     2.48	  7552.05	   350.39	     6.48
09/23/1940	     2.44	  7552.05	   350.39	     6.44
09/24/1940	     2.27	  7552.05	   350.39	     6.27
09/25/1940	     1.44	  7552.05	   350.39	     5.80
09/26/1940	     1.15	  7552.05	   350.39	     5.75
09/27/1940	     0.04	  7552.05	   350.39	     5.59
09/28/1940	     1.98	  7552.05	   350.39	     5.98
09/29/1940	     2.07	  7552.05	   350.39	     6.07
09/30/1940	     2.25	  7552.05	   350.39	     6.25
10/01/1940	     2.30	  7552.05	   350.39	     6.30
10/02/1940	     2.11	  7552.05	   350.39	     6.11
10/03/1940	     2.07	  7552.05	   350.39	     6.07
10/04/1940	     2.01	  7552.05	   350.39	     6.01
10/05/1940	     2.23	  7552.05	   350.39	     6.23
10/06/1940	     2.11	  7552.05	   350.39	     6.11
10/07/1940	     1.95	  7552.05	   350.39	     5.95
10/08/1940	     1.82	  7552.05	   350.39	     6.09
10/09/1940	     1.91	  7552.05	   350.39	     5.91
10/10/1940	     2.01	  7552.05	   350.39	     6.01
10/11/1940	     1.83	  7552.05	   350.39	     5.83
10/12/1940	     1.67	  7552.05	   350.39	     5.67
10/13/1940	     1.73	  7552.05	   350.39	     5.73
10/14/1940	     1.76	  7552.05	   350.39	     5.76
10/15/1940	     1.93	  7552.05	   350.39	     5.93
10/16/1940	     0.57	  7552.05	   350.39	     5.24
10/17/1940	     1.80	  7552.05	   350.39	     5.80
10/18/1940	     1.85	  7552.05	   350.39	     5.85
10/19/1940	     1.80	  7552.05	   350.39	     5.80
10/20/1940	     1.41	  7552.05	   350.39	     5.41
10/21/1940	     1.65	  7552.05	   350.39	     5.65
10/22/1940	     1.64	  7552.05	   350.39	     5.64
10/23/1940	     1.72	  7552.05	   350.39	     5.72
10/24/1940	     1.80	  7552.05	   350.39	     5.80
10/25/1940	     1.56	  7552.05	   350.39	     5.56
10/26/1940	     1.64	  7552.05	   350.39	     5.64
10/27/1940	     1.65	  7552.05	   350.39	     5.65
10/28/1940	     1.70	  7552.05	   350.39	     5.70
10/29/1940	     1.50	  7552.05	   350.39	     5.50
10/30/1940	    -3.90	  7552.05	   350.39	     5.95
10/31/1940	     1.53	  7552.05	   350.39	     7.86
11/01/1940	    -0.72	  7552.05	   350.39	     7.23
11/02/1940	    -7.39	  7552.05	   350.39	    18.61
11/03/1940	     1.64	  7552.05	   350.39	     8.70
11/04/1940	     1.41	  7552.05	   350.39	     6.69
11/05/1940	     1.33	  7552.05	   350.39	     6.31
11/06/1940	    -2.85	  7552.05	   350.39	     6.82
11/07/1940	     1.49	  7552.05	   350.39	     7.36
11/08/1940	     1.21	  7552.05	   350.39	     6.06
11/09/1940	     1.05	  7552.05	   350.39	     5.80
11/10/1940	    -1.26	  7552.05	   350.39	     6.31
11/11/1940	    -0.76	  7552.05	   350.39	     7.23
11/12/1940	    -5.12	  7552.05	   350.39	    10.20
11/13/1940	    -0.08	  7552.05	   350.39	    11.50
11/14/1940	     1.28	  7552.05	   350.39	    10.04
11/15/1940	     1.50	  7552.05	   350.39	     7.81
11/16/1940	     1.30	  7552.05	   350.39	     6.95
11/17/1940	     1.22	  7552.05	   350.39	     6.69
11/18/1940	     1.09	  7552.05	   350.39	     6.82
11/19/1940	     1.12	  7552.05	   350.39	     6.82
11/20/1940	     1.26	  7552.05	   350.39	     6.69
11/21/1940	     1.25	  7552.05	   350.39	     6.69
11/22/1940	     0.88	  7552.05	   350.39	     6.82
11/23/1940	     0.79	  7552.05	   350.39	     6.69
11/24/1940	    -0.16	  7552.05	   350.39	     6.82
11/25/1940	    -0.94	  7552.05	   350.39	     7.23
11/26/1940	    -3.71	  7552.05	   350.39	     8.54
11/27/1940	    -1.19	  7552.05	   350.39	    12.72
11/28/1940	     0.85	  7552.05	   350.39	     9.69
11/29/1940	     0.88	  7552.05	   350.39	     8.38
11/30/1940	     0.60	  7552.05	   350.39	     7.81
12/01/1940	    -6.54	  7552.05	   350.39	     6.92
12/02/1940	     1.20	  7552.05	   350.39	     9.47
12/03/1940	     1.33	  7552.05	   350.39	     7.71
12/04/1940	     1.37	  7552.05	   350.39	     6.79
12/05/1940	     1.30	  7552.05	   350.39	     6.55
12/06/1940	     1.35	  7552.05	   350.39	     6.32
12/07/1940	     1.29	  7552.05	   350.39	     6.09
12/08/1940	     0.87	  7552.05	   350.39	     6.09
12/09/1940	     1.14	  7552.05	   350.39	     5.96
12/10/1940	     0.93	  7552.05	   350.39	     5.73
12/11/1940	     1.01	  7552.05	   350.39	     5.62
12/12/1940	     1.21	  7552.05	   350.39	     5.52
12/13/1940	    -0.79	  7552.05	   350.39	     6.55
12/14/1940	    -1.83	  7552.05	   350.39	     6.79
12/15/1940	    -2.65	  7552.05	   350.39	     7.84
12/16/1940	   -12.07	  7552.05	   350.39	    14.40
12/17/1940	     0.73	  7552.05	   350.39	    30.19
12/18/1940	     1.28	  7552.05	   350.39	    15.64
12/19/1940	     0.96	  7552.05	   350.39	    10.79
12/20/1940	     1.07	  7552.05	   350.39	     9.29
12/21/1940	     1.25	  7552.05	   350.39	     8.41
12/22/1940	     1.12	  7552.05	   350.39	     7.71
12/23/1940	     1.16	  7552.05	   350.39	     7.59
12/24/1940	     0.91	  7552.05	   350.39	     7.33
12/25/1940	    -3.57	  7552.05	   350.39	     7.46
12/26/1940	     0.23	  7552.05	   350.39	     8.13
12/27/1940	    -4.94	  7552.05	   350.39	     8.98
12/28/1940	    -6.53	  7552.05	   350.39	    25.62
12/29/1940	    -7.26	  7552.05	   350.39	    22.45
12/30/1940	     0.68	  7552.05	   350.39	    16.77
12/31/1940	     1.33	  7552.05	   350.39	    12.08
01/01/1941	     0.90	  7552.05	   350.39	     6.72
01/02/1941	    -4.64	  7552.05	   350.39	     9.77
01/03/1941	    -3.57	  7552.05	   350.39	    14.88
01/04/1941	     1.04	  7552.05	   350.39	    10.56
01/05/1941	     1.01	  7552.05	   350.39	     8.29
01/06/1941	     0.97	  7552.05	   350.39	     7.00
01/07/1941	     0.99	  7552.05	   350.39	     6.22
01/08/1941	     0.96	  7552.05	   350.39	     5.86
01/09/1941	     1.33	  7552.05	   350.39	     5.76
01/10/1941	     1.20	  7552.05	   350.39	     5.30
01/11/1941	     0.88	  7552.05	   350.39	     5.30
01/12/1941	     1.02	  7552.05	   350.39	     5.13
01/13/1941	     1.10	  7552.05	   350.39	     5.10
01/14/1941	     0.96	  7552.05	   350.39	     4.96
01/15/1941	     0.22	  7552.05	   350.39	     4.87
01/16/1941	    -8.44	  7552.05	   350.39	     6.82
01/17/1941	    -1.73	  7552.05	   350.39	     8.86
01/18/1941	     0.61	  7552.05	   350.39	     7.04
01/19/1941	     0.85	  7552.05	   350.39	     5.98
01/20/1941	     0.96	  7552.05	   350.39	     5.69
01/21/1941	     1.29	  7552.05	   350.39	     5.40
01/22/1941	     1.33	  7552.05	   350.39	     5.33
01/23/1941	    -0.51	  7552.05	   350.39	     5.30
01/24/1941	     0.47	  7552.05	   350.39	     5.40
01/25/1941	     1.13	  7552.05	   350.39	     5.13
01/26/1941	     1.18	  7552.05	   350.39	     5.18
01/27/1941	    -2.51	  7552.05	   350.39	     4.87
01/28/1941	     1.65	  7552.05	   350.39	     5.65
01/29/1941	     1.77	  7552.05	   350.39	     5.77
01/30/1941	     1.31	  7552.05	   350.39	     5.31
01/31/1941	     1.82	  7552.05	   350.39	     5.82
02/01/1941	     1.87	  7552.05	   350.39	     8.36
02/02/1941	     1.34	  7552.05	   350.39	     8.06
02/03/1941	    -0.84	  7552.05	   350.39	     9.15
02/04/1941	     1.91	  7552.05	   350.39	     9.86
02/05/1941	     1.91	  7552.05	   350.39	     8.36
02/06/1941	     1.52	  7552.05	   350.39	     8.06
02/07/1941	     1.89	  7552.05	   350.39	     7.75
02/08/1941	     2.08	  7552.05	   350.39	     7.75
02/09/1941	     1.93	  7552.05	   350.39	     7.58
02/10/1941	     1.89	  7552.05	   350.39	     7.30
02/11/1941	     1.59	  7552.05	   350.39	     7.30
02/12/1941	     1.50	  7552.05	   350.39	     7.30
02/13/1941	     1.37	  7552.05	   350.39	     7.58
02/14/1941	   -11.64	  7552.05	   350.39	    11.13
02/15/1941	     1.71	  7552.05	   350.39	    16.96
02/16/1941	     1.63	  7552.05	   350.39	    11.13
02/17/1941	     1.43	  7552.05	   350.39	    10.38
02/18/1941	     1.54	  7552.05	   350.39	    10.21
02/19/1941	     1.68	  7552.05	   350.39	     9.86
02/20/1941	     1.53	  7552.05	   350.39	     9.15
02/21/1941	     1.62	  7552.05	   350.39	     8.98
02/22/1941	     1.57	  7552.05	   350.39	     8.98
02/23/1941	     1.69	  7552.05	   350.39	     8.84
02/24/1941	     1.90	  7552.05	   350.39	     8.98
02/25/1941	    -1.17	  7552.05	   350.39	     9.32
02/26/1941	     1.92	  7552.05	   350.39	    10.38
02/27/1941	     1.99	  7552.05	   350.39	    10.04
02/28/1941	    -1.22	  7552.05	   350.39	    10.92
03/01/1941	     1.77	  7552.05	   350.39	     8.34
03/02/1941	     1.96	  7552.05	   350.39	     7.62
03/03/1941	     1.77	  7552.05	   350.39	     7.89
03/04/1941	    -4.99	  7552.05	   350.39	     8.52
03/05/1941	    -0.95	  7552.05	   350.39	    11.04
03/06/1941	     1.46	  7552.05	   350.39	     9.06
03/07/1941	   -10.26	  7552.05	   350.39	    15.72
03/08/1941	     1.57	  7552.05	   350.39	    27.14
03/09/1941	     1.59	  7552.05	   350.39	    18.12
03/10/1941	     1.57	  7552.05	   350.39	    13.50
03/11/1941	    -1.48	  7552.05	   350.39	    12.57
03/12/1941	     2.35	  7552.05	   350.39	    11.97
03/13/1941	     2.10	  7552.05	   350.39	    10.32
03/14/1941	     2.17	  7552.05	   350.39	     9.78
03/15/1941	     2.25	  7552.05	   350.39	     9.45
03/16/1941	    -4.95	  7552.05	   350.39	     9.12
03/17/1941	     2.37	  7552.05	   350.39	    10.50
03/18/1941	     2.10	  7552.05	   350.39	     9.30
03/19/1941	     2.51	  7552.05	   350.39	     8.52
03/20/1941	     1.94	  7552.05	   350.39	     8.04
03/21/1941	    -0.60	  7552.05	   350.39	     8.67
03/22/1941	     2.13	  7552.05	   350.39	     9.60
03/23/1941	     2.18	  7552.05	   350.39	    10.14
03/24/1941	     0.21	  7552.05	   350.39	    27.83
03/25/1941	    -9.03	  7552.05	   350.39	    28.76
03/26/1941	     2.10	  7552.05	   350.39	    17.88
03/27/1941	     1.86	  7552.05	   350.39	    19.11
03/28/1941	    -5.32	  7552.05	   350.39	    27.68
03/29/1941	    -4.75	  7552.05	   350.39	    19.44
03/30/1941	     2.54	  7552.05	   350.39	    15.12
03/31/1941	     2.44	  7552.05	   350.39	    13.35
04/01/1941	    -0.84	  7552.05	   350.39	     7.79
04/02/1941	     3.16	  7552.05	   350.39	     7.68
04/03/1941	     3.24	  7552.05	   350.39	     7.24
04/04/1941	     2.13	  7552.05	   350.39	     7.21
04/05/1941	     1.23	  7552.05	   350.39	     6.44
04/06/1941	     2.26	  7552.05	   350.39	     6.26
04/07/1941	     2.62	  7552.05	   350.39	     6.62
04/08/1941	     2.60	  7552.05	   350.39	     6.60
04/09/1941	     1.80	  7552.05	   350.39	     5.80
04/10/1941	    -4.19	  7552.05	   350.39	     5.44
04/11/1941	     2.42	  7552.05	   350.39	     6.42
04/12/1941	     2.85	  7552.05	   350.39	     6.85
04/13/1941	     2.32	  7552.05	   350.39	     6.32
04/14/1941	     2.40	  7552.05	   350.39	     6.40
04/15/1941	     2.27	  7552.05	   350.39	     6.27
04/16/1941	     2.45	  7552.05	   350.39	     6.45
04/17/1941	     2.80	  7552.05	   350.39	     6.80
04/18/1941	     2.90	  7552.05	   350.39	     6.90
04/19/1941	     3.27	  7552.05	   350.39	     7.27
04/20/1941	     3.27	  7552.05	   350.39	     7.27
04/21/1941	     2.91	  7552.05	   350.39	     6.91
04/22/1941	     3.23	  7552.05	   350.39	     7.23
04/23/1941	     3.43	  7552.05	   350.39	     7.43
04/24/1941	    -1.10	  7552.05	   350.39	     4.17
04/25/1941	    -0.84	  7552.05	   350.39	     5.17
04/26/1941	     3.52	  7552.05	   350.39	     7.52
04/27/1941	     3.59	  7552.05	   350.39	     7.59
04/28/1941	     3.59	  7552.05	   350.39	     7.59
04/29/1941	     3.59	  7552.05	   350.39	     7.59
04/30/1941	     3.39	  7552.05	   350.39	     7.39
05/01/1941	     3.27	  7552.05	   350.39	     7.27
05/02/1941	     3.26	  7552.05	   350.39	     7.26
05/03/1941	     3.05	  7552.05	   350.39	     7.05
05/04/1941	     2.81	  7552.05	   350.39	     6.81
05/05/1941	     2.56	  7552.05	   350.39	     6.56
05/06/1941	     2.57	  7552.05	   350.39	     6.57
05/07/1941	    -0.58	  7552.05	   350.39	     6.08
05/08/1941	    -1.51	  7552.05	   350.39	    10.43
05/09/1941	     3.03	  7552.05	   350.39	     8.56
05/10/1941	     3.39	  7552.05	   350.39	     7.39
05/11/1941	     3.18	  7552.05	   350.39	     7.18
05/12/1941	     3.64	  7552.05	   350.39	     7.64
