          	     evap	     stor	     elev	    totIn
          	     3470	     3470	     3470	     3470
     DATE 	       AF	       AF	       AF	       AF

01/01/1939	     1.21	  7552.05	   350.39	     2.96
01/02/1939	     1.24	  7552.05	   350.39	     5.24
01/03/1939	     1.39	  7552.05	   350.39	     5.39
01/04/1939	     1.12	  7552.05	   350.39	     5.12
01/05/1939	   -11.97	  7552.05	   350.39	     3.34
01/06/1939	     1.23	  7552.05	   350.39	     8.00
01/07/1939	     1.08	  7552.05	   350.39	     5.08
01/08/1939	     1.05	  7552.05	   350.39	     5.05
01/09/1939	     1.00	  7552.05	   350.39	     5.00
01/10/1939	     0.22	  7552.05	   350.39	     4.22
01/11/1939	     0.79	  7552.05	   350.39	     4.79
01/12/1939	    -7.64	  7552.05	   350.39	     3.19
01/13/1939	    -9.64	  7552.05	   350.39	     9.65
01/14/1939	    -4.33	  7552.05	   350.39	    16.13
01/15/1939	     0.98	  7552.05	   350.39	     9.66
01/16/1939	    -0.74	  7552.05	   350.39	     5.99
01/17/1939	     0.90	  7552.05	   350.39	     5.25
01/18/1939	    -7.86	  7552.05	   350.39	     5.11
01/19/1939	     0.95	  7552.05	   350.39	     6.25
01/20/1939	     0.90	  7552.05	   350.39	     4.90
01/21/1939	     1.01	  7552.05	   350.39	     5.01
01/22/1939	     1.04	  7552.05	   350.39	     5.04
01/23/1939	     0.84	  7552.05	   350.39	     4.84
01/24/1939	    -8.17	  7552.05	   350.39	     3.46
01/25/1939	    -0.05	  7552.05	   350.39	     4.78
01/26/1939	     1.07	  7552.05	   350.39	     5.07
01/27/1939	     0.99	  7552.05	   350.39	     4.99
01/28/1939	     0.68	  7552.05	   350.39	     4.68
01/29/1939	   -14.30	  7552.05	   350.39	     3.11
01/30/1939	     0.66	  7552.05	   350.39	    10.03
01/31/1939	     1.06	  7552.05	   350.39	    12.39
02/01/1939	     1.27	  7552.05	   350.39	    10.06
02/02/1939	     1.50	  7552.05	   350.39	     8.14
02/03/1939	   -13.56	  7552.05	   350.39	    17.19
02/04/1939	   -13.72	  7552.05	   350.39	    30.31
02/05/1939	     1.21	  7552.05	   350.39	    47.81
02/06/1939	    -1.02	  7552.05	   350.39	    23.91
02/07/1939	    -7.80	  7552.05	   350.39	    29.53
02/08/1939	     1.16	  7552.05	   350.39	    21.72
02/09/1939	    -9.55	  7552.05	   350.39	    25.62
02/10/1939	    -1.22	  7552.05	   350.39	    36.25
02/11/1939	    -1.32	  7552.05	   350.39	    26.56
02/12/1939	     0.94	  7552.05	   350.39	    17.50
02/13/1939	     0.83	  7552.05	   350.39	    10.69
02/14/1939	    -9.40	  7552.05	   350.39	     9.69
02/15/1939	   -13.00	  7552.05	   350.39	    15.94
02/16/1939	     0.99	  7552.05	   350.39	    22.50
02/17/1939	     1.83	  7552.05	   350.39	    12.59
02/18/1939	     1.65	  7552.05	   350.39	     9.75
02/19/1939	     1.61	  7552.05	   350.39	     8.84
02/20/1939	    -4.76	  7552.05	   350.39	    10.87
02/21/1939	    -5.35	  7552.05	   350.39	    21.56
02/22/1939	     1.93	  7552.05	   350.39	    25.47
02/23/1939	     1.91	  7552.05	   350.39	    15.62
02/24/1939	     1.80	  7552.05	   350.39	    11.72
02/25/1939	     1.57	  7552.05	   350.39	    10.16
02/26/1939	    -9.90	  7552.05	   350.39	    23.44
02/27/1939	     1.98	  7552.05	   350.39	    20.31
02/28/1939	   -18.94	  7552.05	   350.39	    31.25
03/01/1939	     0.15	  7552.05	   350.39	    88.22
03/02/1939	    -8.46	  7552.05	   350.39	    98.53
03/03/1939	     1.81	  7552.05	   350.39	    71.32
03/04/1939	     2.47	  7552.05	   350.39	    43.82
03/05/1939	     1.33	  7552.05	   350.39	    27.90
03/06/1939	    -2.34	  7552.05	   350.39	    24.83
03/07/1939	     0.09	  7552.05	   350.39	    24.12
03/08/1939	     1.57	  7552.05	   350.39	    20.11
03/09/1939	     2.06	  7552.05	   350.39	    18.33
03/10/1939	     2.07	  7552.05	   350.39	    18.96
03/11/1939	    -8.92	  7552.05	   350.39	    30.93
03/12/1939	     2.28	  7552.05	   350.39	    26.69
03/13/1939	    -6.14	  7552.05	   350.39	    33.80
03/14/1939	     2.11	  7552.05	   350.39	    25.20
03/15/1939	     2.45	  7552.05	   350.39	    19.53
03/16/1939	     2.59	  7552.05	   350.39	    17.99
03/17/1939	     2.25	  7552.05	   350.39	    16.33
03/18/1939	     2.49	  7552.05	   350.39	    15.29
03/19/1939	     2.19	  7552.05	   350.39	    14.49
03/20/1939	     2.11	  7552.05	   350.39	    14.09
03/21/1939	     2.75	  7552.05	   350.39	    13.46
03/22/1939	     1.89	  7552.05	   350.39	    13.35
03/23/1939	     1.69	  7552.05	   350.39	    12.83
03/24/1939	     2.39	  7552.05	   350.39	    12.37
03/25/1939	     2.59	  7552.05	   350.39	    12.20
03/26/1939	     1.33	  7552.05	   350.39	    12.34
03/27/1939	    -4.36	  7552.05	   350.39	    14.61
03/28/1939	     1.45	  7552.05	   350.39	    16.30
03/29/1939	     1.69	  7552.05	   350.39	    12.86
03/30/1939	   -14.93	  7552.05	   350.39	    27.04
03/31/1939	    -6.71	  7552.05	   350.39	    47.26
04/01/1939	     2.25	  7552.05	   350.39	    17.30
04/02/1939	    -0.02	  7552.05	   350.39	    13.65
04/03/1939	     2.20	  7552.05	   350.39	    12.13
04/04/1939	     3.26	  7552.05	   350.39	    10.92
04/05/1939	     2.43	  7552.05	   350.39	    10.21
04/06/1939	     2.88	  7552.05	   350.39	     9.92
04/07/1939	    -6.37	  7552.05	   350.39	    11.09
04/08/1939	     2.35	  7552.05	   350.39	     9.67
04/09/1939	     2.48	  7552.05	   350.39	     8.96
04/10/1939	     2.58	  7552.05	   350.39	     8.84
04/11/1939	     2.89	  7552.05	   350.39	     8.80
04/12/1939	    -2.61	  7552.05	   350.39	    14.26
04/13/1939	     2.87	  7552.05	   350.39	    10.86
04/14/1939	     2.92	  7552.05	   350.39	     8.55
04/15/1939	     3.23	  7552.05	   350.39	     8.17
04/16/1939	     3.37	  7552.05	   350.39	     8.09
04/17/1939	     2.64	  7552.05	   350.39	     8.00
04/18/1939	     2.99	  7552.05	   350.39	     8.21
04/19/1939	     3.58	  7552.05	   350.39	     7.61
04/20/1939	     3.43	  7552.05	   350.39	     7.43
04/21/1939	     3.15	  7552.05	   350.39	     7.15
04/22/1939	     3.44	  7552.05	   350.39	     7.44
04/23/1939	     3.53	  7552.05	   350.39	     7.53
04/24/1939	     3.52	  7552.05	   350.39	     7.52
04/25/1939	    -7.34	  7552.05	   350.39	     7.13
04/26/1939	    -3.70	  7552.05	   350.39	    10.50
04/27/1939	     2.46	  7552.05	   350.39	     9.05
04/28/1939	     0.58	  7552.05	   350.39	    13.11
04/29/1939	     2.82	  7552.05	   350.39	    13.46
04/30/1939	     3.51	  7552.05	   350.39	     8.34
05/01/1939	     3.57	  7552.05	   350.39	     7.57
05/02/1939	     3.28	  7552.05	   350.39	     7.28
05/03/1939	     3.44	  7552.05	   350.39	     7.44
05/04/1939	     4.16	  7552.05	   350.39	     8.16
05/05/1939	     3.73	  7552.05	   350.39	     7.73
05/06/1939	     3.66	  7552.05	   350.39	     7.66
05/07/1939	     3.71	  7552.05	   350.39	     7.71
05/08/1939	    -4.61	  7552.05	   350.39	    11.01
05/09/1939	    -3.36	  7552.05	   350.39	    14.15
05/10/1939	     3.94	  7552.05	   350.39	    10.28
05/11/1939	     3.97	  7552.05	   350.39	     7.97
05/12/1939	     3.96	  7552.05	   350.39	     7.96
05/13/1939	     3.29	  7552.05	   350.39	     7.29
05/14/1939	    -2.32	  7552.05	   350.39	    11.67
05/15/1939	    -4.25	  7552.05	   350.39	    12.38
05/16/1939	     3.32	  7552.05	   350.39	     8.76
05/17/1939	     3.34	  7552.05	   350.39	     7.87
05/18/1939	     3.41	  7552.05	   350.39	     7.41
05/19/1939	     3.38	  7552.05	   350.39	     9.15
05/20/1939	    -2.56	  7552.05	   350.39	    23.66
05/21/1939	     2.88	  7552.05	   350.39	    14.06
05/22/1939	   -11.78	  7552.05	   350.39	    12.58
05/23/1939	     3.22	  7552.05	   350.39	    15.24
05/24/1939	     3.80	  7552.05	   350.39	    18.18
05/25/1939	     3.84	  7552.05	   350.39	    11.56
05/26/1939	     3.87	  7552.05	   350.39	    10.33
05/27/1939	    -3.64	  7552.05	   350.39	     9.12
05/28/1939	    -0.45	  7552.05	   350.39	    13.52
05/29/1939	     2.43	  7552.05	   350.39	    12.51
05/30/1939	     2.46	  7552.05	   350.39	    10.42
05/31/1939	     3.19	  7552.05	   350.39	     8.76
06/01/1939	    -1.86	  7552.05	   350.39	    11.26
06/02/1939	    -2.38	  7552.05	   350.39	    26.60
06/03/1939	    -4.98	  7552.05	   350.39	    27.64
06/04/1939	     3.57	  7552.05	   350.39	    16.97
06/05/1939	     3.95	  7552.05	   350.39	    12.10
06/06/1939	     3.72	  7552.05	   350.39	     9.88
06/07/1939	     3.29	  7552.05	   350.39	     8.87
06/08/1939	     1.48	  7552.05	   350.39	     8.14
06/09/1939	     1.68	  7552.05	   350.39	     7.87
06/10/1939	     3.60	  7552.05	   350.39	     8.47
06/11/1939	     3.30	  7552.05	   350.39	     9.05
06/12/1939	    -9.63	  7552.05	   350.39	     9.75
06/13/1939	     2.68	  7552.05	   350.39	     9.28
06/14/1939	     3.03	  7552.05	   350.39	     9.54
06/15/1939	     2.75	  7552.05	   350.39	     8.84
06/16/1939	     2.25	  7552.05	   350.39	     8.24
06/17/1939	     3.21	  7552.05	   350.39	     8.60
06/18/1939	    -0.97	  7552.05	   350.39	    12.05
06/19/1939	     3.44	  7552.05	   350.39	     9.99
06/20/1939	     3.80	  7552.05	   350.39	     7.80
06/21/1939	     3.98	  7552.05	   350.39	     7.98
06/22/1939	     4.14	  7552.05	   350.39	     8.14
06/23/1939	     3.91	  7552.05	   350.39	     7.91
06/24/1939	     3.49	  7552.05	   350.39	     7.49
06/25/1939	     3.71	  7552.05	   350.39	     7.71
06/26/1939	     3.67	  7552.05	   350.39	     7.67
06/27/1939	     3.79	  7552.05	   350.39	     7.79
06/28/1939	     3.37	  7552.05	   350.39	     7.37
06/29/1939	     3.56	  7552.05	   350.39	     7.56
06/30/1939	     3.34	  7552.05	   350.39	     8.76
07/01/1939	     2.30	  7552.05	   350.39	     8.95
07/02/1939	     4.04	  7552.05	   350.39	     8.04
07/03/1939	     4.18	  7552.05	   350.39	     8.18
07/04/1939	     1.69	  7552.05	   350.39	    21.86
07/05/1939	     3.90	  7552.05	   350.39	    12.85
07/06/1939	     3.80	  7552.05	   350.39	     8.24
07/07/1939	     3.53	  7552.05	   350.39	     8.14
07/08/1939	     3.02	  7552.05	   350.39	     7.80
07/09/1939	     3.40	  7552.05	   350.39	     7.80
07/10/1939	   -29.01	  7552.05	   350.39	     8.47
07/11/1939	     3.63	  7552.05	   350.39	     9.49
07/12/1939	     3.67	  7552.05	   350.39	     8.47
07/13/1939	     3.64	  7552.05	   350.39	     7.64
07/14/1939	     3.68	  7552.05	   350.39	     7.68
07/15/1939	     3.64	  7552.05	   350.39	     7.64
07/16/1939	     3.56	  7552.05	   350.39	     7.56
07/17/1939	     3.73	  7552.05	   350.39	     7.73
07/18/1939	     3.80	  7552.05	   350.39	     7.80
07/19/1939	     4.01	  7552.05	   350.39	     8.01
07/20/1939	     3.49	  7552.05	   350.39	     7.49
07/21/1939	    -4.99	  7552.05	   350.39	     5.42
07/22/1939	     3.16	  7552.05	   350.39	     7.16
07/23/1939	     3.46	  7552.05	   350.39	     7.46
07/24/1939	     3.41	  7552.05	   350.39	     7.41
07/25/1939	     1.37	  7552.05	   350.39	     5.63
07/26/1939	    -4.41	  7552.05	   350.39	    21.69
07/27/1939	     3.77	  7552.05	   350.39	    23.69
07/28/1939	     3.83	  7552.05	   350.39	     9.12
07/29/1939	     3.66	  7552.05	   350.39	    11.05
07/30/1939	     3.00	  7552.05	   350.39	    10.17
07/31/1939	     2.79	  7552.05	   350.39	     9.15
08/01/1939	     2.65	  7552.05	   350.39	     6.65
08/02/1939	     3.60	  7552.05	   350.39	     7.60
08/03/1939	     3.81	  7552.05	   350.39	     7.81
08/04/1939	     2.97	  7552.05	   350.39	     6.97
08/05/1939	     3.61	  7552.05	   350.39	     7.61
08/06/1939	     3.61	  7552.05	   350.39	     7.61
08/07/1939	     3.57	  7552.05	   350.39	     7.57
08/08/1939	     3.33	  7552.05	   350.39	     7.33
08/09/1939	     3.36	  7552.05	   350.39	     7.36
08/10/1939	     3.38	  7552.05	   350.39	     7.38
08/11/1939	     3.54	  7552.05	   350.39	     7.54
08/12/1939	     2.73	  7552.05	   350.39	     6.73
08/13/1939	     2.64	  7552.05	   350.39	    18.43
08/14/1939	   -10.68	  7552.05	   350.39	    23.32
08/15/1939	     2.36	  7552.05	   350.39	     8.01
08/16/1939	     1.57	  7552.05	   350.39	     7.68
08/17/1939	    -4.87	  7552.05	   350.39	    13.96
08/18/1939	   -29.90	  7552.05	   350.39	    41.89
08/19/1939	     3.60	  7552.05	   350.39	   111.70
08/20/1939	     1.08	  7552.05	   350.39	    64.65
08/21/1939	     3.46	  7552.05	   350.39	    11.92
08/22/1939	     3.55	  7552.05	   350.39	     8.41
08/23/1939	     3.34	  7552.05	   350.39	     7.34
08/24/1939	     1.58	  7552.05	   350.39	     6.83
08/25/1939	    -0.13	  7552.05	   350.39	    17.03
08/26/1939	     2.48	  7552.05	   350.39	    14.38
08/27/1939	     3.03	  7552.05	   350.39	     8.06
08/28/1939	     3.44	  7552.05	   350.39	     7.44
08/29/1939	     3.24	  7552.05	   350.39	     7.60
08/30/1939	     2.67	  7552.05	   350.39	     6.67
08/31/1939	    -1.67	  7552.05	   350.39	     4.86
09/01/1939	     3.04	  7552.05	   350.39	    12.25
09/02/1939	     2.78	  7552.05	   350.39	    12.65
09/03/1939	     2.93	  7552.05	   350.39	     8.41
09/04/1939	     2.91	  7552.05	   350.39	     7.52
09/05/1939	     2.85	  7552.05	   350.39	     7.28
09/06/1939	     2.80	  7552.05	   350.39	     6.80
09/07/1939	     3.18	  7552.05	   350.39	     7.18
09/08/1939	     3.10	  7552.05	   350.39	     7.10
09/09/1939	     2.85	  7552.05	   350.39	     6.85
09/10/1939	     2.71	  7552.05	   350.39	     6.71
09/11/1939	     2.71	  7552.05	   350.39	     6.71
09/12/1939	     2.65	  7552.05	   350.39	     6.65
09/13/1939	     2.33	  7552.05	   350.39	     6.33
09/14/1939	     2.06	  7552.05	   350.39	     6.06
09/15/1939	     2.61	  7552.05	   350.39	     6.61
09/16/1939	     2.61	  7552.05	   350.39	     6.61
09/17/1939	     2.65	  7552.05	   350.39	     6.65
09/18/1939	     2.76	  7552.05	   350.39	     6.76
09/19/1939	     2.65	  7552.05	   350.39	     6.65
09/20/1939	     2.22	  7552.05	   350.39	     6.22
09/21/1939	     3.06	  7552.05	   350.39	     7.06
09/22/1939	     3.10	  7552.05	   350.39	     7.10
09/23/1939	     2.80	  7552.05	   350.39	     6.80
09/24/1939	     2.70	  7552.05	   350.39	     6.70
09/25/1939	     2.53	  7552.05	   350.39	     6.53
09/26/1939	     1.48	  7552.05	   350.39	     5.48
09/27/1939	   -21.19	  7552.05	   350.39	    27.08
09/28/1939	     2.33	  7552.05	   350.39	    16.14
09/29/1939	    -5.31	  7552.05	   350.39	     7.60
09/30/1939	     2.55	  7552.05	   350.39	     6.55
10/01/1939	     2.27	  7552.05	   350.39	     8.33
10/02/1939	     1.95	  7552.05	   350.39	     7.75
10/03/1939	     2.09	  7552.05	   350.39	     7.25
10/04/1939	     2.05	  7552.05	   350.39	     6.96
10/05/1939	     2.05	  7552.05	   350.39	     6.71
10/06/1939	     2.36	  7552.05	   350.39	     6.71
10/07/1939	     2.32	  7552.05	   350.39	     6.46
10/08/1939	     1.89	  7552.05	   350.39	     6.46
10/09/1939	     1.90	  7552.05	   350.39	     6.10
10/10/1939	     1.80	  7552.05	   350.39	     6.10
10/11/1939	     1.99	  7552.05	   350.39	     5.99
10/12/1939	     1.92	  7552.05	   350.39	     5.92
10/13/1939	     1.99	  7552.05	   350.39	     5.99
10/14/1939	     1.65	  7552.05	   350.39	     5.65
10/15/1939	     1.61	  7552.05	   350.39	     5.61
10/16/1939	     1.49	  7552.05	   350.39	     5.49
10/17/1939	     1.51	  7552.05	   350.39	     5.51
10/18/1939	     1.56	  7552.05	   350.39	     5.56
10/19/1939	     1.50	  7552.05	   350.39	     5.50
10/20/1939	     1.45	  7552.05	   350.39	     5.45
10/21/1939	     1.77	  7552.05	   350.39	     5.77
10/22/1939	     1.99	  7552.05	   350.39	     5.99
10/23/1939	     1.74	  7552.05	   350.39	     5.74
10/24/1939	     1.77	  7552.05	   350.39	     5.77
10/25/1939	     1.36	  7552.05	   350.39	     5.36
10/26/1939	     1.59	  7552.05	   350.39	     5.59
10/27/1939	     0.08	  7552.05	   350.39	     5.45
10/28/1939	    -5.24	  7552.05	   350.39	     6.67
10/29/1939	     1.30	  7552.05	   350.39	     7.11
10/30/1939	     1.41	  7552.05	   350.39	     6.67
10/31/1939	     1.32	  7552.05	   350.39	     5.45
11/01/1939	     1.33	  7552.05	   350.39	     5.33
11/02/1939	     1.49	  7552.05	   350.39	     5.49
11/03/1939	     1.22	  7552.05	   350.39	     5.22
11/04/1939	     1.10	  7552.05	   350.39	     5.10
11/05/1939	     1.10	  7552.05	   350.39	     5.10
11/06/1939	     1.37	  7552.05	   350.39	     5.37
11/07/1939	     1.31	  7552.05	   350.39	     5.31
11/08/1939	     1.24	  7552.05	   350.39	     5.24
11/09/1939	     1.11	  7552.05	   350.39	     5.11
11/10/1939	     1.25	  7552.05	   350.39	     5.25
11/11/1939	     1.21	  7552.05	   350.39	     5.21
11/12/1939	     1.51	  7552.05	   350.39	     5.51
11/13/1939	    -2.46	  7552.05	   350.39	     5.53
11/14/1939	     1.72	  7552.05	   350.39	     5.80
11/15/1939	     1.54	  7552.05	   350.39	     5.54
11/16/1939	     1.62	  7552.05	   350.39	     5.62
11/17/1939	     1.04	  7552.05	   350.39	     5.04
11/18/1939	     1.03	  7552.05	   350.39	     5.03
11/19/1939	     0.95	  7552.05	   350.39	     5.24
11/20/1939	    -0.49	  7552.05	   350.39	     5.24
11/21/1939	     1.23	  7552.05	   350.39	     5.36
11/22/1939	     1.33	  7552.05	   350.39	     5.89
11/23/1939	     1.34	  7552.05	   350.39	     5.53
11/24/1939	     1.16	  7552.05	   350.39	     5.16
11/25/1939	     0.59	  7552.05	   350.39	     5.18
11/26/1939	     0.99	  7552.05	   350.39	     5.30
11/27/1939	     1.09	  7552.05	   350.39	     5.12
11/28/1939	     0.77	  7552.05	   350.39	     5.18
11/29/1939	     0.68	  7552.05	   350.39	     5.18
11/30/1939	     0.71	  7552.05	   350.39	     5.24
12/01/1939	     0.62	  7552.05	   350.39	     4.77
12/02/1939	    -5.43	  7552.05	   350.39	     5.52
12/03/1939	     1.01	  7552.05	   350.39	     5.27
12/04/1939	     1.25	  7552.05	   350.39	     5.25
12/05/1939	     1.02	  7552.05	   350.39	     5.02
12/06/1939	     0.96	  7552.05	   350.39	     4.96
12/07/1939	     0.96	  7552.05	   350.39	     4.96
12/08/1939	     0.98	  7552.05	   350.39	     4.98
12/09/1939	     0.77	  7552.05	   350.39	     4.77
12/10/1939	     0.72	  7552.05	   350.39	     4.72
12/11/1939	     0.69	  7552.05	   350.39	     4.69
12/12/1939	     0.78	  7552.05	   350.39	     4.78
12/13/1939	    -2.61	  7552.05	   350.39	     4.41
12/14/1939	     0.31	  7552.05	   350.39	     4.57
12/15/1939	     0.70	  7552.05	   350.39	     4.82
12/16/1939	     0.65	  7552.05	   350.39	     4.65
12/17/1939	     0.72	  7552.05	   350.39	     4.72
12/18/1939	     0.93	  7552.05	   350.39	     4.93
12/19/1939	     0.83	  7552.05	   350.39	     4.83
12/20/1939	    -5.08	  7552.05	   350.39	     6.32
12/21/1939	     0.81	  7552.05	   350.39	     6.82
12/22/1939	     0.89	  7552.05	   350.39	     5.17
12/23/1939	     1.11	  7552.05	   350.39	     5.11
12/24/1939	    -9.35	  7552.05	   350.39	    11.09
12/25/1939	     1.26	  7552.05	   350.39	    12.72
12/26/1939	     0.87	  7552.05	   350.39	     7.88
12/27/1939	   -12.06	  7552.05	   350.39	    16.30
12/28/1939	     0.87	  7552.05	   350.39	    17.06
12/29/1939	     0.98	  7552.05	   350.39	     9.06
12/30/1939	     0.88	  7552.05	   350.39	     7.65
12/31/1939	     0.78	  7552.05	   350.39	     7.12
01/01/1940	     0.58	  7552.05	   350.39	     4.58
01/02/1940	     0.90	  7552.05	   350.39	     4.90
01/03/1940	     1.18	  7552.05	   350.39	     5.18
01/04/1940	     0.93	  7552.05	   350.39	     4.93
01/05/1940	    -0.80	  7552.05	   350.39	     3.77
01/06/1940	     1.19	  7552.05	   350.39	     5.19
01/07/1940	    -6.30	  7552.05	   350.39	     3.74
01/08/1940	    -3.13	  7552.05	   350.39	     4.90
01/09/1940	     0.67	  7552.05	   350.39	     5.59
01/10/1940	     0.72	  7552.05	   350.39	     5.05
01/11/1940	     0.81	  7552.05	   350.39	     4.81
01/12/1940	    -7.59	  7552.05	   350.39	     9.35
01/13/1940	    -0.78	  7552.05	   350.39	    11.86
01/14/1940	   -15.47	  7552.05	   350.39	    19.33
01/15/1940	    -2.66	  7552.05	   350.39	    30.86
01/16/1940	     0.83	  7552.05	   350.39	    23.22
01/17/1940	     0.85	  7552.05	   350.39	    10.23
01/18/1940	     1.01	  7552.05	   350.39	     7.99
01/19/1940	     1.03	  7552.05	   350.39	     6.82
01/20/1940	     0.96	  7552.05	   350.39	     5.75
01/21/1940	     0.93	  7552.05	   350.39	     5.36
01/22/1940	     0.92	  7552.05	   350.39	     5.03
01/23/1940	    -9.93	  7552.05	   350.39	     4.87
01/24/1940	    -9.17	  7552.05	   350.39	     4.71
01/25/1940	     1.03	  7552.05	   350.39	     5.03
01/26/1940	     1.11	  7552.05	   350.39	     5.11
01/27/1940	     1.06	  7552.05	   350.39	     5.06
01/28/1940	     1.22	  7552.05	   350.39	     5.22
01/29/1940	     1.56	  7552.05	   350.39	     5.56
01/30/1940	     1.35	  7552.05	   350.39	     5.35
01/31/1940	     1.15	  7552.05	   350.39	     5.15
02/01/1940	     1.22	  7552.05	   350.39	     7.35
02/02/1940	     1.24	  7552.05	   350.39	     7.45
02/03/1940	     1.45	  7552.05	   350.39	     7.61
02/04/1940	     1.20	  7552.05	   350.39	     7.26
02/05/1940	    -1.48	  7552.05	   350.39	     8.28
02/06/1940	    -5.86	  7552.05	   350.39	    12.55
02/07/1940	    -0.14	  7552.05	   350.39	    16.84
02/08/1940	     1.59	  7552.05	   350.39	    12.52
02/09/1940	     1.49	  7552.05	   350.39	    10.48
02/10/1940	    -2.31	  7552.05	   350.39	    10.34
02/11/1940	     0.92	  7552.05	   350.39	    11.29
02/12/1940	     1.49	  7552.05	   350.39	     9.58
02/13/1940	    -3.00	  7552.05	   350.39	     9.04
02/14/1940	     2.04	  7552.05	   350.39	    10.77
02/15/1940	     2.07	  7552.05	   350.39	    11.74
02/16/1940	     2.07	  7552.05	   350.39	     9.34
02/17/1940	     1.83	  7552.05	   350.39	     8.77
02/18/1940	   -25.93	  7552.05	   350.39	    48.86
02/19/1940	    -0.90	  7552.05	   350.39	    76.13
02/20/1940	     1.54	  7552.05	   350.39	    79.21
02/21/1940	     1.43	  7552.05	   350.39	    26.80
02/22/1940	     1.57	  7552.05	   350.39	    18.12
02/23/1940	     1.80	  7552.05	   350.39	    15.08
02/24/1940	     1.93	  7552.05	   350.39	    13.42
02/25/1940	    -0.50	  7552.05	   350.39	    12.76
02/26/1940	     1.63	  7552.05	   350.39	    12.24
02/27/1940	     1.82	  7552.05	   350.39	    11.05
02/28/1940	    -8.66	  7552.05	   350.39	    14.44
02/29/1940	     1.37	  7552.05	   350.39	    15.32
03/01/1940	     1.72	  7552.05	   350.39	    12.18
03/02/1940	     1.92	  7552.05	   350.39	    11.29
03/03/1940	    -3.41	  7552.05	   350.39	    10.91
03/04/1940	     1.17	  7552.05	   350.39	    11.99
03/05/1940	     2.20	  7552.05	   350.39	    10.49
03/06/1940	     2.63	  7552.05	   350.39	     9.69
03/07/1940	     2.53	  7552.05	   350.39	     9.10
03/08/1940	    -2.99	  7552.05	   350.39	    11.05
03/09/1940	    -0.64	  7552.05	   350.39	    18.72
03/10/1940	     1.78	  7552.05	   350.39	    13.45
03/11/1940	     1.95	  7552.05	   350.39	    11.57
03/12/1940	    -3.77	  7552.05	   350.39	    14.77
03/13/1940	    -6.55	  7552.05	   350.39	    34.09
03/14/1940	    -7.83	  7552.05	   350.39	    49.61
03/15/1940	     1.39	  7552.05	   350.39	    46.32
03/16/1940	     1.79	  7552.05	   350.39	    23.98
03/17/1940	     1.71	  7552.05	   350.39	    17.82
03/18/1940	     1.96	  7552.05	   350.39	    15.24
03/19/1940	    -3.07	  7552.05	   350.39	    14.95
03/20/1940	     1.55	  7552.05	   350.39	    14.58
03/21/1940	     1.72	  7552.05	   350.39	    12.56
03/22/1940	     2.00	  7552.05	   350.39	    11.62
03/23/1940	     2.20	  7552.05	   350.39	    10.91
03/24/1940	     1.79	  7552.05	   350.39	    10.30
03/25/1940	    -3.08	  7552.05	   350.39	    12.18
03/26/1940	     2.48	  7552.05	   350.39	    10.63
03/27/1940	     2.83	  7552.05	   350.39	     9.83
03/28/1940	     1.62	  7552.05	   350.39	     9.88
03/29/1940	    -0.74	  7552.05	   350.39	    11.36
03/30/1940	    -3.70	  7552.05	   350.39	    13.73
03/31/1940	     2.22	  7552.05	   350.39	    14.77
04/01/1940	     2.78	  7552.05	   350.39	    10.45
04/02/1940	     3.07	  7552.05	   350.39	     9.46
04/03/1940	     2.86	  7552.05	   350.39	     8.95
04/04/1940	    -1.73	  7552.05	   350.39	     9.55
04/05/1940	    -0.95	  7552.05	   350.39	    11.86
04/06/1940	     3.13	  7552.05	   350.39	    10.11
04/07/1940	     2.52	  7552.05	   350.39	     8.56
04/08/1940	    -0.86	  7552.05	   350.39	     9.21
04/09/1940	     1.80	  7552.05	   350.39	     9.16
04/10/1940	     2.55	  7552.05	   350.39	     7.96
04/11/1940	     2.56	  7552.05	   350.39	     7.32
04/12/1940	     2.24	  7552.05	   350.39	     7.45
04/13/1940	     2.78	  7552.05	   350.39	     7.24
04/14/1940	     3.07	  7552.05	   350.39	     7.07
04/15/1940	     2.96	  7552.05	   350.39	     6.96
04/16/1940	     2.38	  7552.05	   350.39	     6.77
04/17/1940	     2.36	  7552.05	   350.39	     6.64
04/18/1940	     2.15	  7552.05	   350.39	     6.77
04/19/1940	   -11.13	  7552.05	   350.39	    10.47
04/20/1940	   -11.32	  7552.05	   350.39	    30.19
04/21/1940	     2.31	  7552.05	   350.39	    30.19
04/22/1940	     2.73	  7552.05	   350.39	    14.47
04/23/1940	     2.55	  7552.05	   350.39	    12.16
04/24/1940	     1.23	  7552.05	   350.39	    12.20
04/25/1940	     2.88	  7552.05	   350.39	    10.70
04/26/1940	     2.97	  7552.05	   350.39	     9.81
04/27/1940	     3.40	  7552.05	   350.39	     9.06
04/28/1940	     3.58	  7552.05	   350.39	     8.31
04/29/1940	     3.66	  7552.05	   350.39	     8.26
04/30/1940	     3.71	  7552.05	   350.39	     7.94
05/01/1940	    -2.65	  7552.05	   350.39	    12.56
05/02/1940	     3.17	  7552.05	   350.39	    14.42
05/03/1940	     3.17	  7552.05	   350.39	    11.65
05/04/1940	     3.28	  7552.05	   350.39	    10.63
05/05/1940	     3.48	  7552.05	   350.39	    10.12
05/06/1940	     3.08	  7552.05	   350.39	     9.49
05/07/1940	     3.25	  7552.05	   350.39	     9.79
05/08/1940	     3.16	  7552.05	   350.39	     9.43
